	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d
33	12.75244	1.62967	7.92309	1.73717	6.33888	2.73657	9.82204	2.02025	12.69667	1.37602	9.54045	1.45898	9.11380	2.84817	9.17491	1.57822	16.80891	8.02571	-0.08552	3.95595	15.89721	9.00518	5.43729	8.11482	11.66320	7.56373	6.00246	10.29938	12.41247	5.97417	5.87327	8.91626	14.45602	7.31493	9.96405	9.45526	13.24578	8.30265	6.25639	8.90814	12.54560	3.52718	3.42661	10.81874	13.43022	9.21604	5.89266	7.55158	14.15528	9.17283	6.56144	11.01612	12.37868	10.46126	10.40891	10.81947	11.14002	8.22898	9.65348	11.24533	11.76765	9.81276	11.01116	9.94407	13.80759	9.64781	7.73202	10.06332	12.74389	12.21418	11.27739	9.53328	13.72908	10.07818	7.84437	11.09623	14.01932	11.28293	11.40951	6.10722	13.12367	6.89461	4.32807	9.65924	12.15112	8.84634	9.27747	10.03085	11.21714	7.78912	7.96195	11.80090	10.41056	9.31362	11.37768	8.80996	11.98600	9.63117	8.49187	11.04367	12.06042	10.85754	13.82033	10.27522	12.10733	9.84874	8.48284	10.59019	11.63373	10.03624	10.50648	10.16137	10.78404	6.70216	6.63910	10.89492	12.61469	9.26201	9.14478	9.88542	13.79488	8.42169	3.93203	7.79798	11.93401	10.06825	10.77588	11.98122	12.63544	5.99956	4.14849	7.59335	14.72662	8.45353	4.23774	6.58480
34	12.74230	1.64040	6.77343	1.67895	5.70172	2.78452	9.87021	2.19490	12.73748	1.33517	8.48375	1.45882	8.51475	2.79401	9.41895	1.61829	16.93426	7.05414	-0.81669	3.50088	15.78216	7.74226	4.74000	8.07470	11.52774	6.16184	5.30839	10.61113	12.48364	4.98486	5.27193	9.31039	14.45121	6.32664	9.65866	8.97695	13.22979	7.13052	5.70657	9.08419	12.56574	2.48080	2.90549	10.78581	13.41538	8.15151	5.39468	7.89720	14.07229	7.83136	5.76183	11.15339	12.43854	9.37000	9.89454	11.20370	11.13422	7.13534	9.02439	11.36901	11.83375	8.87722	10.48740	10.20772	13.85102	8.41836	6.94656	10.01406	12.75780	11.04774	10.60634	9.89799	13.64964	8.80202	7.14726	11.18164	14.06275	10.36116	11.00797	6.19709	13.11576	5.70717	3.61451	9.73725	12.22493	7.78035	8.56402	10.23896	11.27927	6.82138	7.51245	12.11702	10.52663	8.35562	10.75813	9.17107	11.90653	8.37920	7.74468	11.26899	12.18232	9.90815	13.09209	10.33107	12.12202	8.79777	7.92908	10.78649	11.64150	8.93000	9.83594	10.51654	10.84872	5.65117	6.01882	11.16636	12.60320	7.92924	8.20771	10.06095	13.71997	7.04051	3.11778	7.81138	12.00890	9.02792	10.12305	12.26523	12.67288	4.99375	3.65258	7.57280	14.79492	7.65977	4.03083	6.82739
35	12.75423	1.64064	5.69001	1.62654	5.13777	2.80568	9.92302	2.35646	12.78898	1.29528	7.47013	1.46387	7.96250	2.71983	9.65817	1.65280	17.03843	6.14760	-1.36033	3.15366	15.68153	6.55422	4.14847	8.04445	11.42381	4.85283	4.71271	10.94489	12.58492	4.05846	4.73245	9.72537	14.44922	5.39505	9.42559	8.49420	13.18800	5.99901	5.24268	9.28028	12.62359	1.51648	2.45603	10.72921	13.40946	7.14839	4.97051	8.24559	14.03211	6.54797	4.98932	11.27788	12.50938	8.32041	9.40826	11.57722	11.15921	6.07417	8.39075	11.46324	11.89064	7.97014	9.99459	10.46584	13.90252	7.25393	6.24695	9.95440	12.76048	9.94589	10.04679	10.31411	13.58987	7.59904	6.52454	11.25887	14.10901	9.46428	10.64667	6.31805	13.13083	4.60172	2.98963	9.80492	12.31259	6.75701	7.88130	10.42760	11.37336	5.93393	7.14411	12.43578	10.66803	7.43117	10.15328	9.51888	11.86645	7.18491	7.01990	11.49417	12.32880	8.98538	12.36382	10.34191	12.14465	7.80015	7.43221	10.99465	11.66587	7.80429	9.10287	10.82852	10.95007	4.64888	5.42126	11.44255	12.61189	6.64703	7.30805	10.18809	13.64073	5.72610	2.41827	7.83258	12.09855	8.02160	9.49987	12.51926	12.73187	4.06739	3.25555	7.56427	14.88532	6.94461	3.93798	7.07738
36	12.79518	1.63188	4.67508	1.58068	4.64573	2.80263	9.97854	2.50280	12.85650	1.25941	6.50090	1.47167	7.45816	2.63138	9.88788	1.68679	17.12798	5.30208	-1.73120	2.91723	15.61203	5.45416	3.66098	8.01931	11.36154	3.63947	4.21038	11.29526	12.71704	3.19523	4.26435	10.15685	14.46112	4.51715	9.25481	8.01218	13.13393	4.91085	4.85389	9.48360	12.72369	0.63676	2.08672	10.65770	13.42218	6.21018	4.61470	8.58867	14.03686	5.32969	4.25783	11.39369	12.60384	7.31349	8.93143	11.92409	11.21928	5.04905	7.75597	11.52498	11.94370	7.07948	9.51281	10.70196	13.97043	6.15983	5.63510	9.88591	12.75579	8.90515	9.58854	10.76908	13.56649	6.48362	5.98286	11.32136	14.15711	8.59094	10.32549	6.45589	13.17607	3.58317	2.45857	9.86135	12.41548	5.78326	7.25034	10.60233	11.49989	5.11858	6.85229	12.75291	10.83405	6.54032	9.56983	9.84603	11.87318	6.05157	6.31751	11.71240	12.49819	8.08905	11.65532	10.32231	12.18143	6.85160	6.97819	11.20516	11.71115	6.66344	8.31258	11.09435	11.08793	3.69256	4.84600	11.71578	12.64775	5.43589	6.47735	10.27817	13.57307	4.49115	1.82999	7.85928	12.20917	7.04806	8.91376	12.74895	12.81989	3.21992	2.95099	7.56289	14.99817	6.29393	3.94098	7.32670
37	12.86769	1.61569	3.72729	1.54135	4.22507	2.77939	10.03395	2.63407	12.94214	1.22941	5.57600	1.48027	7.00631	2.53641	10.10578	1.72579	17.20646	4.51197	-1.94603	2.78460	15.58375	4.44893	3.27294	7.99409	11.34569	2.51858	3.79559	11.65720	12.87486	2.39234	3.87871	10.60100	14.49305	3.68675	9.13702	7.53336	13.07973	3.86363	4.52738	9.68163	12.86166	-0.16392	1.80557	10.57906	13.45988	5.33620	4.32249	8.91733	14.08106	4.18168	3.58691	11.50560	12.73000	6.34893	8.45516	12.23450	11.31406	4.06086	7.12731	11.55330	11.99701	6.19407	9.02916	10.90530	14.05916	5.13529	5.11095	9.81172	12.74565	7.91751	9.21702	11.24715	13.59181	5.46387	5.52894	11.36367	14.20462	7.74027	10.04709	6.59657	13.25668	2.65393	2.02504	9.90737	12.53387	4.86530	6.69418	10.76974	11.65465	4.36163	6.62837	13.06078	11.02116	5.68309	9.01936	10.14864	11.92807	4.97945	5.64123	11.91776	12.68533	7.22289	10.99687	10.29470	12.23774	5.94636	6.55799	11.40801	11.77955	5.51799	7.48412	11.31586	11.25802	2.77837	4.29843	11.97721	12.71490	4.30869	5.74613	10.34963	13.53116	3.34450	1.34540	7.88575	12.34209	6.10828	8.38030	12.96340	12.94126	2.45007	2.73333	7.56383	15.12831	5.69186	4.02371	7.56724
38	12.96977	1.59306	2.84233	1.50867	3.87643	2.74100	10.08562	2.75232	13.04441	1.20576	4.69356	1.48931	6.61343	2.44350	10.31009	1.77375	17.27429	3.76812	-2.02461	2.73929	15.59826	3.53794	2.97695	7.96116	11.37582	1.48238	3.46331	12.02531	13.04905	1.64153	3.58247	11.05192	14.54517	2.89374	9.06374	7.05670	13.03429	2.85147	4.25080	9.86179	13.02505	-0.89857	1.61847	10.49793	13.52416	4.52020	4.08999	9.22232	14.15267	3.10610	2.99928	11.61718	12.88917	5.42225	7.98017	12.50461	11.43957	3.10999	6.51600	11.54869	12.05283	5.30817	8.54397	11.07227	14.16814	4.17496	4.67542	9.73601	12.72993	6.97221	8.91585	11.73063	13.67153	4.54350	5.16914	11.38259	14.24869	6.91074	9.81432	6.72726	13.37384	1.81301	1.69180	9.94444	12.66747	4.00935	6.23469	10.93490	11.82859	3.64615	6.46161	13.34852	11.22236	4.85802	8.51565	10.42536	12.02651	3.96718	5.00128	12.10645	12.88310	6.39366	10.42094	10.28048	12.31892	5.08058	6.16711	11.59419	11.87160	4.38281	6.64605	11.49860	11.45406	1.90274	3.78872	12.21807	12.81308	3.26720	5.13566	10.41958	13.52477	2.28982	0.95572	7.90530	12.49243	5.20304	7.91801	13.16874	13.09624	1.75521	2.59939	7.56360	15.26682	5.12478	4.17592	7.79171
39	13.09543	1.56453	2.01356	1.48377	3.60211	2.69290	10.12979	2.86098	13.15861	1.18767	3.84944	1.49981	6.28609	2.36100	10.49836	1.83230	17.33022	3.05799	-1.99016	2.75739	15.64896	2.71256	2.76485	7.91075	11.44616	0.51916	3.21083	12.39257	13.22804	0.92827	3.37473	11.49873	14.61250	2.12512	9.02837	6.57799	13.00248	1.86768	4.01338	10.00984	13.19617	-1.58559	1.52886	10.41584	13.61122	3.75021	3.91476	9.49684	14.23522	2.10029	2.51825	11.73124	13.07559	4.52363	7.51408	12.73392	11.58955	2.19846	5.93737	11.51264	12.11110	4.42240	8.06981	11.20447	14.29135	3.27037	4.33214	9.66286	12.70676	6.05677	8.66973	12.20135	13.80362	3.72352	4.91070	11.37924	14.28672	6.09868	9.62857	6.83818	13.52384	1.05486	1.46111	9.97425	12.81562	3.22064	5.89001	11.10072	12.00868	2.95396	6.34191	13.60428	11.42739	4.06151	8.07296	10.67691	12.15926	3.01300	4.41542	12.27750	13.08307	5.60703	9.95330	10.29430	12.43004	4.25498	5.80569	11.75819	11.98726	3.27569	5.83153	11.64937	11.66860	1.06254	3.32870	12.42962	12.93789	2.30401	4.65561	10.49878	13.55777	1.32546	0.65482	7.91400	12.64966	4.33077	7.54531	13.36792	13.28033	1.12920	2.54760	7.55918	15.40308	4.58178	4.39275	7.99329
40	13.23551	1.53103	1.23236	1.46896	3.40644	2.64041	10.16333	2.96422	13.27777	1.17345	3.03728	1.51280	6.03032	2.29580	10.66754	1.90140	17.37339	2.36751	-1.86766	2.81222	15.72289	1.95632	2.62981	7.83329	11.54568	-0.38627	3.03923	12.74972	13.39957	0.23503	3.25055	11.92611	14.68708	1.36760	9.02711	6.09119	12.98582	0.90645	3.80639	10.10989	13.35526	-2.24600	1.53861	10.33247	13.71243	3.01087	3.79717	9.73754	14.31036	1.15567	2.16542	11.85103	13.27758	3.64013	7.06996	12.92310	11.75629	1.32987	5.41063	11.44874	12.16999	3.54162	7.62595	11.30606	14.41794	2.41072	4.08706	9.59490	12.67319	5.15828	8.46835	12.64402	13.97874	3.00191	4.76258	11.35940	14.31664	5.29670	9.48872	6.92393	13.69780	0.36846	1.33491	9.99834	12.97675	2.50063	5.67250	11.26755	12.18013	2.26793	6.26340	13.81774	11.62405	3.28800	7.70567	10.90656	12.31371	2.11431	3.90644	12.43243	13.27578	4.86401	9.60940	10.34263	12.57357	3.47388	5.48078	11.90055	12.12612	2.21565	5.07486	11.77472	11.89279	0.25399	2.92960	12.60314	13.08159	1.40612	4.30647	10.59026	13.62791	0.44519	0.44123	7.91153	12.80042	3.48698	7.27828	13.56316	13.48367	0.56068	2.57734	7.54661	15.52690	4.05241	4.67072	8.16432
41	13.37859	1.49460	0.48838	1.46686	3.29554	2.58847	10.18398	3.06612	13.39366	1.16100	2.24938	1.52833	5.85234	2.25206	10.81431	1.98040	17.40477	1.68340	-1.68124	2.87906	15.80328	1.24627	2.56692	7.72115	11.65964	-1.25038	2.95382	13.08599	13.55189	-0.45413	3.20688	12.31728	14.76046	0.61023	9.05970	5.59022	12.98397	-0.03664	3.62520	10.14767	13.48387	-2.90006	1.64890	10.24616	13.81627	2.28783	3.74141	9.94221	14.36049	0.25866	1.95824	11.97984	13.47971	2.75991	6.66683	13.07286	11.93027	0.50737	4.95865	11.36449	12.22607	2.67171	7.23284	11.38197	14.53412	1.58383	3.94709	9.53211	12.62638	4.26546	8.31016	13.04990	14.18163	2.37000	4.73279	11.33044	14.33704	4.49454	9.39199	6.98264	13.88209	-0.26299	1.31370	10.01647	13.14729	1.84654	5.59014	11.43231	12.32888	1.57389	6.22717	13.98197	11.79991	2.53081	7.42835	11.11950	12.47473	1.26588	3.49774	12.57415	13.45160	4.16006	9.39541	10.42498	12.74643	2.74105	5.20766	12.02744	12.28654	1.22049	4.41048	11.88071	12.11674	-0.52745	2.60273	12.73148	13.23329	0.55742	4.08387	10.68921	13.72716	-0.36089	0.31759	7.89946	12.93205	2.66528	7.12844	13.75598	13.69144	0.03317	2.68856	7.52050	15.62989	3.52518	5.00618	8.29625
42	13.51231	1.45872	-0.22979	1.47883	3.27627	2.54093	10.18989	3.16998	13.49793	1.14832	1.47841	1.54555	5.75972	2.23039	10.93497	2.06876	17.42735	0.99483	-1.45124	2.93863	15.87259	0.55679	2.57312	7.56838	11.77192	-2.08768	2.96406	13.39082	13.67507	-1.15039	3.24659	12.65736	14.82549	-0.15358	9.12905	5.07025	12.99627	-0.96309	3.47295	10.11362	13.56826	-3.56321	1.86086	10.15354	13.91098	1.57132	3.75494	10.10730	14.37125	-0.60665	1.90736	12.11836	13.66501	1.87537	6.32836	13.18270	12.09986	-0.26940	4.60537	11.27125	12.27510	1.81834	6.90930	11.43678	14.62603	0.77755	3.91850	9.47158	12.56481	3.37128	8.20376	13.41755	14.39351	1.81020	4.82401	11.29740	14.34719	3.68231	9.33719	7.01442	14.05958	-0.86050	1.39656	10.02528	13.32091	1.25225	5.65003	11.58894	12.44358	0.86184	6.24071	14.09403	11.94422	1.78403	7.25549	11.32050	12.62617	0.45938	3.21057	12.70662	13.60209	3.48563	9.31030	10.53475	12.93852	2.05542	5.00622	12.14614	12.46388	0.30308	3.87175	11.97323	12.33051	-1.28605	2.36189	12.81091	13.37929	-0.25906	3.98326	10.78364	13.84323	-1.10535	0.28891	7.87929	13.03532	1.85986	7.10203	13.94450	13.88552	-0.47362	2.88128	7.47434	15.70587	2.98844	5.39670	8.38082
43	13.62498	1.42787	-0.93323	1.50360	3.35513	2.49959	10.17883	3.27778	13.58320	1.13386	0.71922	1.56323	5.76192	2.22808	11.02502	2.16582	17.44584	0.29492	-1.19159	2.97855	15.91532	-0.13587	2.64849	7.37050	11.86736	-2.90807	3.08243	13.65516	13.76248	-1.85720	3.38049	12.93536	14.87734	-0.92583	9.23994	4.52780	13.02170	-1.86986	3.36293	10.00251	13.60155	-4.24249	2.17689	10.04929	13.98669	0.85709	3.84704	10.22764	14.33338	-1.45480	2.01562	12.26178	13.81692	0.98310	6.08010	13.25047	12.25189	-1.00664	4.37075	11.17976	12.31321	0.98703	6.67258	11.47468	14.68239	-0.01875	4.00610	9.40812	12.48915	2.47508	8.16556	13.74853	14.59465	1.29704	5.03193	11.26139	14.34765	2.85485	9.32851	7.02012	14.21193	-1.44559	1.58286	10.01833	13.48878	0.70856	5.85927	11.72913	12.51701	0.12670	6.31485	14.15399	12.04958	1.04450	7.20072	11.51117	12.75371	-0.31484	3.06280	12.83387	13.72097	2.82910	9.34898	10.65942	13.13405	1.40897	4.89470	12.25997	12.64936	-0.53173	3.48784	12.05719	12.52524	-2.02471	2.22370	12.84148	13.50523	-1.05735	4.00380	10.85723	13.96164	-1.80284	0.36055	7.85118	13.10588	1.06877	7.20071	14.12030	14.04724	-0.98154	3.15547	7.40185	15.75099	2.43221	5.84177	8.41102
44	13.70746	1.40630	-1.63075	1.53662	3.53759	2.46416	10.14735	3.39000	13.64415	1.11653	-0.02946	1.58015	5.87019	2.23980	11.07868	2.27031	17.46587	-0.41823	-0.90839	2.99291	15.92017	-0.84849	2.79902	7.12501	11.93403	-3.71483	3.32382	13.87190	13.81120	-2.56821	3.62757	13.14431	14.91384	-1.70458	9.39727	3.95953	13.05818	-2.74832	3.31896	9.81129	13.58382	-4.93495	2.60175	9.92569	14.03674	0.14543	4.02778	10.29762	14.24430	-2.29449	2.28031	12.39933	13.92124	0.08270	5.94642	13.27256	12.37414	-1.71512	4.26707	11.09525	12.33817	0.18401	6.54015	11.50033	14.69619	-0.81249	4.21411	9.33480	12.40263	1.58287	8.21402	14.04095	14.76661	0.80124	5.34642	11.21941	14.34053	2.01547	9.37677	6.99958	14.32310	-2.03520	1.87426	9.98733	13.64103	0.20423	6.22313	11.84270	12.54705	-0.63080	6.46223	14.16328	12.11313	0.31359	7.27600	11.68803	12.84738	-1.06478	3.06638	12.95689	13.80516	2.18163	9.50647	10.78165	13.31495	0.78727	4.88529	12.36780	12.83058	-1.28757	3.28045	12.13485	12.69441	-2.74409	2.20509	12.82498	13.59900	-1.84512	4.15001	10.89263	14.06756	-2.46971	0.53629	7.81257	13.14543	0.29629	7.42335	14.26774	14.16067	-1.51048	3.51192	7.29866	15.76356	1.84968	6.34271	8.38101
45	13.75442	1.39681	-2.32677	1.57060	3.82850	2.43332	10.09024	3.50616	13.67828	1.09572	-0.76355	1.59513	6.09741	2.25863	11.08873	2.38002	17.49312	-1.14111	-0.60051	2.97940	15.88163	-1.58662	3.03823	6.83118	11.96472	-4.50346	3.70556	14.03522	13.82116	-3.26740	4.01341	13.27954	14.93527	-2.48477	9.60515	3.36039	13.10174	-3.58435	3.37443	9.53752	13.52038	-5.62904	3.14251	9.77217	14.05803	-0.55968	4.30888	10.31265	14.10867	-3.12481	2.69748	12.51585	13.96831	-0.82270	5.94852	13.24334	12.45846	-2.40541	4.30010	11.01600	12.34968	-0.58288	6.53182	11.51781	14.66532	-1.60536	4.54825	9.24301	12.31035	0.70538	8.36465	14.28575	14.89430	0.29436	5.75371	11.16449	14.32906	1.17689	9.49743	6.94976	14.38239	-2.63803	2.27513	9.92358	13.76888	-0.27063	6.74393	11.91765	12.53655	-1.40332	6.69742	14.12251	12.13739	-0.40113	7.49184	11.84238	12.90303	-1.79462	3.22534	13.07063	13.85497	1.54067	9.78121	10.88214	13.46454	0.17360	4.98510	12.46707	12.99432	-1.97335	3.26236	12.20485	12.83367	-3.44295	2.32064	12.76285	13.65322	-2.62174	4.43087	10.87387	14.14738	-3.12236	0.81812	7.75748	13.16154	-0.44630	7.76876	14.36661	14.21532	-2.07429	3.95348	7.16298	15.74455	1.24064	6.90481	8.28595
